robot_id,serial_number,model,manufacturer,robot_type,manufacture_date,installation_date,operational_status,max_payload_kg,max_speed_mps,battery_capacity_wh,sensor_type,software_version,home_zone,color,weight_kg,height_cm,width_cm,maintenance_cycle_days,total_operational_hours
493436,SN8992527,AMR-500,Fetch Robotics,AMR,2021-05-28,2021-10-06,Idle,266.3,3.11,11415,LiDAR,v2.2.1,Zone-D,White,52.4,219,111,90,10483.2
494990,SN8534761,NavBot-V2,Fetch Robotics,AGV,2023-06-12,2023-12-08,Active,333.3,0.61,6068,ToF,v3.3.12,Zone-C,Grey,343.1,110,138,60,7421.4
495019,SN8305770,NavBot-V2,6 River Systems,AMR,2023-12-26,2024-05-26,Active,698.6,2.17,9983,Ultrasonic,v3.1.3,Zone-F,Orange,529.9,116,112,60,8377.2
495651,SN1523231,AGV-Pro,Locus Robotics,Sorter,2022-04-29,2022-07-31,Active,1414.1,1.15,8652,LiDAR,v5.8.4,Zone-G,Yellow,472.0,176,76,60,3757.0
497050,SN4146072,AMR-500,Zebra Tech,Cobotic Arm,2022-08-28,2022-11-01,Under Maintenance,1102.5,3.08,3470,Stereo Camera,v2.0.19,Zone-G,White,150.3,61,98,30,14615.7
499072,SN9742144,AGV-Pro,Locus Robotics,AGV,2023-12-07,2024-05-29,Idle,326.8,2.45,10172,Fusion,v4.6.5,Zone-D,Blue,377.0,92,65,180,16452.9
501118,SN6207483,PalletBot,Zebra Tech,AMR,2022-06-10,2022-08-20,Active,1290.0,1.76,829,LiDAR,v4.0.13,Zone-C,Yellow,314.5,80,76,365,16392.8
501540,SN2156459,PickBot-3,Locus Robotics,AMR,2024-10-24,2025-01-13,Under Maintenance,570.4,1.06,7266,LiDAR,v4.2.14,Zone-E,White,241.1,122,114,30,4038.6
502320,SN2269245,PalletBot,6 River Systems,AMR,2018-06-21,2018-12-12,Active,1278.3,1.52,11296,Stereo Camera,v4.3.3,Zone-F,Blue,591.5,148,56,180,5600.2
502333,SN3368003,AGV-Pro,Fetch Robotics,Sorter,2020-04-08,2020-07-31,Active,366.3,2.61,7975,LiDAR,v2.8.5,Zone-D,Yellow,268.4,88,113,180,2899.6
504424,SN9751115,PickBot-3,GreyOrange,AGV,2018-08-23,2018-10-31,Decommissioned,929.9,1.11,11257,LiDAR,v3.6.5,Zone-E,Grey,445.9,115,104,365,5536.5
505346,SN2526506,AMR-500,6 River Systems,Cobotic Arm,2021-06-02,2021-07-02,Active,1390.4,0.78,862,Stereo Camera,v3.6.11,Zone-E,Blue,740.9,183,73,60,5997.2
505413,SN9126033,SortBot-X,AutoStore,AMR,2019-06-02,2019-09-04,Active,390.6,3.16,6482,LiDAR,v4.0.9,Zone-E,Blue,445.2,210,44,60,11399.6
510198,SN7102120,AMR-200,6 River Systems,AGV,2020-07-14,2021-01-07,Active,1040.9,2.79,9411,Stereo Camera,v3.5.3,Zone-E,Yellow,505.1,62,117,90,3421.7
511675,SN9297076,SortBot-X,Fetch Robotics,AGV,2020-12-27,2021-03-31,Active,1481.0,1.1,7779,ToF,v2.6.13,Zone-B,Grey,86.4,160,130,180,16550.0
513023,SN8434114,PalletBot,Locus Robotics,Sorter,2022-03-28,2022-08-09,Idle,230.1,1.38,10590,Stereo Camera,v5.2.19,Zone-C,Orange,167.2,64,120,180,1864.8
514030,SN3989467,AMR-200,Fetch Robotics,Sorter,2024-10-29,2025-01-04,Active,137.2,3.42,5658,LiDAR,v3.5.3,Zone-D,Yellow,107.7,143,86,90,133.7
515689,SN8451058,PickBot-3,Fetch Robotics,AMR,2023-11-25,2024-04-19,Active,1012.9,2.62,8254,Ultrasonic,v5.2.16,Zone-A,Grey,618.9,200,111,60,15390.5
516646,SN2522212,AMR-200,Geek+,Palletizer,2020-05-28,2020-10-21,Active,512.9,2.33,5153,LiDAR,v3.7.9,Zone-F,Yellow,673.7,187,85,180,12670.8
516884,SN3618722,SortBot-X,Geek+,AMR,2020-01-31,2020-05-31,Active,111.5,1.42,10491,Ultrasonic,v2.1.13,Zone-D,Yellow,173.6,97,79,180,6402.9
520048,SN2905949,AMR-200,6 River Systems,Sorter,2023-04-27,2023-09-19,Active,715.6,1.4,1609,Stereo Camera,v2.2.10,Zone-A,Orange,198.8,101,75,90,10723.0
520396,SN2198516,NavBot-V2,AutoStore,AMR,2018-08-07,2018-12-01,Active,1131.9,0.62,3198,Ultrasonic,v3.1.12,Zone-F,Orange,278.9,185,63,90,4031.6
522599,SN1810012,AMR-200,Geek+,AMR,2021-10-09,2022-01-03,Under Maintenance,431.3,2.69,1341,LiDAR,v4.6.18,Zone-E,Orange,485.1,191,146,90,3039.3
523986,SN2686592,HeavyLifter,6 River Systems,Sorter,2020-10-02,2021-02-19,Active,505.9,0.63,8484,LiDAR,v2.3.4,Zone-E,White,508.8,104,113,90,8486.0
524409,SN2080995,PalletBot,Fetch Robotics,AMR,2018-12-07,2019-05-11,Active,1269.3,0.51,2946,Stereo Camera,v5.4.1,Zone-C,Grey,558.8,60,59,90,6363.8
526139,SN4423825,PickBot-3,Boston Dynamics,AGV,2022-02-22,2022-07-28,Active,782.5,2.69,3942,LiDAR,v4.0.5,Zone-F,Yellow,727.0,131,135,180,11078.0
528133,SN1641740,PalletBot,Geek+,AGV,2020-03-18,2020-05-18,Active,1264.9,3.35,10072,LiDAR,v4.4.15,Zone-C,Yellow,257.2,159,56,365,3934.5
534072,SN1551490,PalletBot,AutoStore,AMR,2019-01-07,2019-05-18,Active,672.4,2.77,4450,ToF,v4.7.11,Zone-D,Yellow,537.2,131,105,90,11936.1
537992,SN9908406,NavBot-V2,Fetch Robotics,Cobotic Arm,2022-10-05,2022-11-04,Idle,1429.7,1.91,1920,Ultrasonic,v2.0.15,Zone-A,Grey,461.0,209,58,60,13805.8
541635,SN1789248,AMR-500,GreyOrange,Sorter,2018-12-23,2019-04-17,Active,977.9,1.96,447,LiDAR,v2.3.0,Zone-D,Yellow,265.5,190,79,90,3007.8
543485,SN1666519,PickBot-3,Geek+,Sorter,2022-09-04,2022-12-28,Under Maintenance,178.3,1.81,2875,Fusion,v3.5.3,Zone-E,Yellow,728.7,186,112,60,799.0
544591,SN1270954,AMR-200,Fetch Robotics,AMR,2018-12-21,2019-03-15,Decommissioned,1328.2,1.47,10993,Ultrasonic,v3.8.1,Zone-D,Yellow,103.5,63,149,60,7918.2
545558,SN2192878,PickBot-3,Locus Robotics,AGV,2020-09-25,2021-03-23,Active,736.5,2.07,6673,Fusion,v2.2.16,Zone-C,Orange,578.2,196,149,30,13934.7
546062,SN5751271,AMR-200,AutoStore,AMR,2023-07-20,2023-12-29,Active,216.8,1.79,11939,ToF,v3.5.0,Zone-F,Orange,590.5,180,138,90,11717.5
547596,SN8445290,PickBot-3,Geek+,AMR,2019-08-08,2019-09-12,Active,233.3,2.29,2738,ToF,v4.0.14,Zone-E,Blue,734.8,123,65,60,12636.9
548011,SN7614032,PickBot-3,Boston Dynamics,AMR,2023-07-11,2023-09-10,Idle,1032.9,3.19,4347,Stereo Camera,v2.7.5,Zone-B,White,429.3,154,50,60,7257.1
550316,SN6222161,AGV-Pro,AutoStore,Palletizer,2023-03-09,2023-05-09,Active,75.8,3.49,2125,ToF,v2.3.0,Zone-H,Orange,277.6,191,139,180,4236.7
550939,SN1765221,AGV-Pro,Boston Dynamics,Sorter,2024-03-30,2024-09-10,Under Maintenance,433.5,0.74,4900,Fusion,v2.5.6,Zone-E,Yellow,667.4,204,141,60,9576.7
554513,SN7969754,SortBot-X,AutoStore,Sorter,2018-12-17,2019-04-03,Idle,214.0,1.65,6847,LiDAR,v3.7.2,Zone-H,Orange,623.5,148,70,90,3686.5
555045,SN1335262,PalletBot,Boston Dynamics,AGV,2022-12-03,2023-04-21,Under Maintenance,664.4,1.04,9735,LiDAR,v3.1.9,Zone-H,Yellow,415.2,66,42,365,13074.9
561903,SN6678207,AGV-Pro,GreyOrange,AGV,2024-07-13,2024-12-11,Active,624.5,1.56,4543,LiDAR,v3.0.1,Zone-G,Grey,621.3,158,111,90,3553.4
563550,SN4683986,PickBot-3,Locus Robotics,AGV,2023-04-06,2023-08-29,Reserved,785.2,1.36,9304,Fusion,v5.0.15,Zone-E,Grey,236.3,168,48,60,5249.8
568604,SN8939574,NavBot-V2,Boston Dynamics,AGV,2019-04-11,2019-05-24,Active,423.1,1.02,7588,Stereo Camera,v5.4.6,Zone-D,Grey,483.9,69,44,60,9122.7
573830,SN3767797,AMR-200,AutoStore,AGV,2023-12-16,2024-02-05,Active,52.9,2.79,3643,ToF,v5.8.2,Zone-A,Yellow,696.2,190,143,90,8765.9
588019,SN6746207,AMR-200,Fetch Robotics,AMR,2018-07-21,2018-10-18,Active,923.5,1.99,10964,Ultrasonic,v5.8.2,Zone-D,Orange,274.8,92,94,90,10819.3
588543,SN4959954,AMR-200,Fetch Robotics,AMR,2022-02-23,2022-05-14,Decommissioned,563.7,3.26,5324,Fusion,v2.6.1,Zone-E,White,402.3,202,52,60,7879.6
590503,SN5699125,PickBot-3,Boston Dynamics,Palletizer,2021-04-20,2021-09-09,Active,978.7,0.6,1981,LiDAR,v4.0.13,Zone-C,White,762.3,148,112,90,16551.3
590885,SN9449180,AGV-Pro,Geek+,AGV,2021-09-15,2021-11-07,Under Maintenance,167.5,0.7,11559,Ultrasonic,v2.0.1,Zone-F,Orange,644.6,111,80,90,15120.4
591912,SN7414746,PalletBot,6 River Systems,Palletizer,2018-01-01,2018-03-27,Active,25.6,1.71,10978,Fusion,v2.4.1,Zone-A,Grey,713.0,69,98,60,15825.3
592122,SN4731003,SortBot-X,Zebra Tech,AMR,2021-08-04,2021-10-08,Reserved,376.2,0.74,784,LiDAR,v5.5.5,Zone-C,Yellow,326.6,62,138,90,11335.0
592215,SN5026534,AMR-500,Boston Dynamics,AGV,2024-10-14,2024-12-11,Active,687.5,1.29,10849,Ultrasonic,v5.5.13,Zone-C,Orange,797.3,178,66,30,11433.8
598220,SN7341141,NavBot-V2,Locus Robotics,AMR,2021-02-01,2021-03-28,Active,594.1,3.46,11379,Stereo Camera,v2.6.11,Zone-C,Grey,147.5,120,111,60,10969.5
598631,SN4114574,SortBot-X,Fetch Robotics,AMR,2019-11-22,2020-01-20,Reserved,1216.4,1.13,9983,ToF,v5.4.13,Zone-A,Yellow,429.5,194,131,180,7833.6
599125,SN2510720,AMR-500,GreyOrange,AMR,2025-01-23,2025-05-17,Active,569.9,1.09,3208,Stereo Camera,v3.0.2,Zone-A,Grey,399.0,96,86,60,5804.7
599366,SN5208871,AMR-500,Zebra Tech,AMR,2018-06-27,2018-09-26,Active,798.0,2.22,7649,LiDAR,v5.6.7,Zone-F,Blue,644.8,207,146,90,10660.1
600081,SN1614025,AMR-500,Geek+,Palletizer,2021-05-06,2021-08-09,Active,892.3,1.99,6551,LiDAR,v4.0.0,Zone-C,Orange,729.6,210,89,90,469.3
601328,SN2527426,AMR-200,GreyOrange,AMR,2021-07-11,2021-10-20,Active,37.6,2.24,7517,LiDAR,v4.5.18,Zone-A,Grey,593.0,76,90,60,144.1
603285,SN4786375,AMR-200,Locus Robotics,Cobotic Arm,2024-06-13,2024-11-01,Active,775.1,1.63,7474,LiDAR,v5.2.16,Zone-A,Orange,512.6,163,137,365,15331.0
608049,SN8169144,NavBot-V2,AutoStore,AGV,2020-09-10,2021-02-16,Active,520.5,2.98,7742,ToF,v3.7.3,Zone-C,Grey,359.1,210,109,60,845.2
608711,SN8032756,AGV-Pro,Locus Robotics,AGV,2024-12-02,2025-03-20,Active,634.8,0.92,6265,Stereo Camera,v2.0.19,Zone-A,Grey,423.0,111,135,60,9451.1
608835,SN3346333,AMR-500,Fetch Robotics,AGV,2018-02-24,2018-06-30,Under Maintenance,154.9,1.79,8347,LiDAR,v2.8.14,Zone-E,Yellow,422.2,70,126,365,11073.6
611866,SN4797350,SortBot-X,Locus Robotics,AMR,2023-01-22,2023-06-11,Active,1175.3,2.57,6413,ToF,v2.7.2,Zone-F,Grey,45.7,200,118,180,3575.1
614554,SN2381783,PickBot-3,Fetch Robotics,Palletizer,2022-01-12,2022-05-25,Active,1413.9,3.1,394,ToF,v2.5.5,Zone-B,Orange,417.3,135,66,90,16124.2
617139,SN7797196,NavBot-V2,Boston Dynamics,Sorter,2019-08-25,2019-10-14,Active,38.3,1.61,616,Stereo Camera,v3.1.12,Zone-D,Yellow,689.1,64,83,30,3429.8
621297,SN3217169,PalletBot,Fetch Robotics,Cobotic Arm,2019-03-17,2019-09-10,Active,904.1,2.2,11505,Fusion,v2.2.11,Zone-A,White,576.1,194,135,60,15922.4
622954,SN8195736,AGV-Pro,Locus Robotics,AGV,2023-03-10,2023-05-03,Idle,1146.9,0.71,10929,Stereo Camera,v3.6.4,Zone-B,Yellow,642.7,168,107,90,13736.2
625687,SN8578630,AMR-500,Geek+,AMR,2022-06-24,2022-09-23,Decommissioned,430.8,1.01,7110,Ultrasonic,v4.6.7,Zone-G,Orange,330.7,71,70,60,4341.0
628879,SN7201765,HeavyLifter,Boston Dynamics,Palletizer,2022-03-09,2022-07-14,Decommissioned,1182.4,0.71,2260,LiDAR,v3.4.11,Zone-D,Orange,437.3,101,76,60,2721.9
631823,SN3971811,SortBot-X,Locus Robotics,AMR,2018-02-17,2018-05-18,Active,950.4,2.68,9421,ToF,v2.5.3,Zone-G,Orange,55.8,62,125,180,5699.0
642553,SN9576181,HeavyLifter,Zebra Tech,AMR,2022-04-03,2022-06-08,Active,1394.1,1.36,1890,Fusion,v4.8.10,Zone-B,Orange,324.9,212,59,60,7169.1
646476,SN7174448,AMR-200,6 River Systems,AMR,2024-10-25,2025-04-11,Active,1471.6,2.67,4651,Ultrasonic,v5.2.18,Zone-B,Blue,395.3,63,52,30,4431.7
651206,SN6812555,PalletBot,GreyOrange,Sorter,2018-01-07,2018-02-16,Active,68.3,0.7,4092,Stereo Camera,v5.8.14,Zone-C,Grey,226.5,187,124,30,17980.1
653177,SN8707685,PickBot-3,Boston Dynamics,Cobotic Arm,2021-04-19,2021-06-24,Active,670.2,3.09,346,ToF,v4.4.18,Zone-C,Orange,54.1,141,71,90,4141.4
659673,SN8933221,AMR-200,AutoStore,Sorter,2021-03-06,2021-08-31,Idle,822.7,3.01,9722,Stereo Camera,v5.3.1,Zone-H,Orange,561.6,153,124,90,14953.1
664577,SN1699701,PickBot-3,Boston Dynamics,Sorter,2024-04-08,2024-08-25,Active,224.4,0.77,6214,ToF,v2.2.1,Zone-A,Yellow,365.0,189,98,180,2872.5
665870,SN8933926,SortBot-X,Boston Dynamics,AMR,2019-12-24,2020-02-05,Active,507.7,0.57,3931,Ultrasonic,v2.0.19,Zone-F,Yellow,350.1,203,149,60,17644.6
666787,SN7885218,AMR-200,AutoStore,Palletizer,2021-02-18,2021-07-11,Active,1481.5,0.67,6184,Fusion,v2.5.7,Zone-F,Grey,222.5,80,97,60,4067.2
667253,SN2858697,AGV-Pro,GreyOrange,AGV,2022-11-03,2023-04-27,Active,29.3,3.06,200,Stereo Camera,v2.6.19,Zone-D,Yellow,444.1,62,135,90,7596.2
668497,SN3768988,PalletBot,6 River Systems,Cobotic Arm,2018-04-30,2018-06-13,Active,681.5,1.2,5356,LiDAR,v5.8.11,Zone-B,Grey,367.3,79,133,90,10058.6
671245,SN7773985,AMR-500,GreyOrange,AMR,2023-09-09,2023-12-10,Active,1264.8,2.14,6331,Stereo Camera,v4.1.17,Zone-C,Grey,395.0,169,63,90,2173.9
671347,SN2949601,AGV-Pro,Geek+,Palletizer,2023-10-28,2024-02-05,Idle,489.2,1.78,4208,LiDAR,v4.2.7,Zone-B,Orange,477.3,150,149,365,14704.6
673085,SN5071734,AGV-Pro,Boston Dynamics,AMR,2023-03-15,2023-05-03,Active,722.3,2.89,9998,LiDAR,v4.0.16,Zone-F,Yellow,34.9,73,122,90,4951.6
679477,SN7200112,AMR-500,Boston Dynamics,AMR,2023-05-19,2023-07-18,Active,1467.2,1.97,3147,LiDAR,v3.0.6,Zone-C,White,728.9,97,51,90,9891.4
684861,SN6854405,NavBot-V2,Boston Dynamics,AGV,2023-08-23,2023-10-18,Active,714.9,2.0,1826,ToF,v5.2.10,Zone-G,Grey,84.7,145,40,365,9897.9
688985,SN9188168,PalletBot,Fetch Robotics,AMR,2024-07-17,2024-09-12,Idle,200.7,3.47,6425,LiDAR,v5.0.15,Zone-D,Orange,377.2,176,69,30,10851.5
689113,SN2003832,AMR-200,AutoStore,AMR,2020-12-05,2021-03-05,Active,82.3,0.95,10669,LiDAR,v3.6.3,Zone-C,Yellow,189.7,114,41,365,1008.2
693479,SN3655172,HeavyLifter,Boston Dynamics,Cobotic Arm,2021-02-10,2021-05-20,Under Maintenance,1418.4,2.99,4628,LiDAR,v2.7.16,Zone-E,Grey,433.3,211,79,90,3043.5
694538,SN9863912,NavBot-V2,GreyOrange,AGV,2022-07-21,2022-09-24,Decommissioned,402.4,0.66,750,Fusion,v5.6.9,Zone-C,Yellow,245.8,218,149,90,2909.8
695724,SN6119503,AMR-500,6 River Systems,Palletizer,2019-03-26,2019-06-07,Active,758.6,1.93,11645,ToF,v2.2.12,Zone-G,Orange,692.2,182,92,365,5443.9
696967,SN3238362,PalletBot,6 River Systems,AMR,2024-03-10,2024-05-07,Idle,140.6,3.16,5442,LiDAR,v3.4.3,Zone-A,Grey,335.2,132,42,90,2617.0
697881,SN3608506,AMR-200,Locus Robotics,Cobotic Arm,2023-04-22,2023-09-18,Active,638.4,2.5,2240,LiDAR,v3.2.2,Zone-H,Blue,521.8,200,94,90,16595.4
698365,SN4052912,HeavyLifter,Locus Robotics,AGV,2022-07-06,2022-09-05,Decommissioned,1395.5,2.56,7464,Stereo Camera,v2.4.7,Zone-F,Grey,221.6,176,64,60,9238.1
699389,SN5988569,PickBot-3,Zebra Tech,Cobotic Arm,2019-10-13,2020-03-27,Active,756.1,1.29,3972,LiDAR,v2.4.3,Zone-F,Orange,44.9,143,134,90,11228.1
701561,SN3560879,PickBot-3,Geek+,AGV,2020-04-11,2020-07-30,Decommissioned,1456.8,1.76,11265,Stereo Camera,v2.1.8,Zone-C,Yellow,341.2,131,49,90,6441.2
702831,SN6596757,AMR-200,6 River Systems,AGV,2020-10-24,2021-03-23,Active,392.0,1.6,3668,Stereo Camera,v5.2.5,Zone-F,Orange,443.1,193,124,60,4979.7
704010,SN5007405,NavBot-V2,AutoStore,Palletizer,2022-07-28,2022-11-30,Active,759.3,2.06,6691,Fusion,v2.3.14,Zone-B,Grey,383.9,149,89,180,9062.2
705015,SN6493017,AMR-200,6 River Systems,AMR,2022-10-17,2022-12-25,Active,1290.0,1.89,6611,LiDAR,v3.5.17,Zone-E,Grey,770.8,89,42,90,5304.9
709931,SN2396090,AMR-200,Fetch Robotics,AMR,2024-07-26,2024-11-23,Idle,675.1,1.48,3060,ToF,v5.5.14,Zone-A,Yellow,574.3,219,114,90,6192.2
710126,SN6611916,AMR-200,GreyOrange,Cobotic Arm,2024-12-05,2025-02-14,Active,422.8,1.42,6091,LiDAR,v5.7.5,Zone-B,Yellow,796.7,70,90,30,8155.0
714245,SN9322673,PalletBot,Fetch Robotics,Sorter,2023-02-05,2023-03-24,Active,1283.9,1.25,1487,Fusion,v2.1.17,Zone-C,Yellow,257.2,171,124,90,9108.1
714743,SN2215717,AMR-200,Geek+,AMR,2020-07-25,2020-10-01,Idle,587.9,1.6,7796,Fusion,v4.2.6,Zone-B,Blue,637.6,164,107,30,17717.8
715329,SN3946988,NavBot-V2,Zebra Tech,AGV,2022-04-01,2022-06-11,Under Maintenance,798.4,0.95,9148,ToF,v3.7.12,Zone-C,Grey,457.8,153,126,30,4027.6
717829,SN7241863,PickBot-3,GreyOrange,Sorter,2021-01-06,2021-02-25,Active,1464.9,3.12,11410,Stereo Camera,v5.2.9,Zone-F,Yellow,501.1,68,90,90,8788.7
726687,SN6556639,AMR-200,Locus Robotics,Cobotic Arm,2022-07-29,2022-08-31,Active,283.8,2.31,4044,LiDAR,v2.8.10,Zone-B,Blue,789.1,138,40,30,2699.7
727093,SN7072752,AMR-200,Fetch Robotics,Palletizer,2023-07-22,2024-01-09,Active,455.6,0.9,3565,Ultrasonic,v4.3.5,Zone-E,Yellow,533.6,202,54,60,6306.5
727630,SN6036080,AMR-200,Zebra Tech,AGV,2020-06-12,2020-09-27,Idle,51.4,2.58,6675,ToF,v5.4.13,Zone-A,Grey,722.1,98,90,90,12914.4
729735,SN7143292,PickBot-3,Fetch Robotics,Cobotic Arm,2021-07-03,2021-10-01,Active,590.8,3.04,8374,LiDAR,v2.2.16,Zone-E,Orange,588.8,170,83,60,3148.6
730237,SN6484485,PalletBot,Fetch Robotics,AMR,2017-11-16,2018-05-04,Under Maintenance,304.3,1.21,11911,Stereo Camera,v2.0.16,Zone-F,Blue,128.1,197,127,365,10468.5
730469,SN1666634,AMR-200,Boston Dynamics,Palletizer,2023-04-16,2023-06-18,Active,1021.7,0.95,495,Stereo Camera,v3.2.11,Zone-C,Orange,568.6,212,85,365,7506.5
733628,SN7761550,PalletBot,Fetch Robotics,AGV,2021-05-21,2021-08-19,Active,276.1,0.53,3012,Ultrasonic,v2.0.0,Zone-E,Grey,402.9,142,134,90,937.9
734648,SN5021549,AMR-200,Locus Robotics,Cobotic Arm,2020-12-23,2021-05-29,Active,1013.8,0.64,3296,ToF,v2.1.13,Zone-G,Blue,737.5,110,60,365,16796.0
745200,SN1463057,PalletBot,GreyOrange,AGV,2021-08-10,2021-12-12,Active,398.9,2.79,3213,ToF,v3.0.0,Zone-F,Yellow,651.3,171,82,180,7450.7
745351,SN4681315,NavBot-V2,Boston Dynamics,AGV,2019-05-10,2019-08-07,Idle,536.1,3.46,5671,ToF,v3.7.6,Zone-C,Blue,110.2,137,123,60,14112.8
745728,SN4916616,PalletBot,Fetch Robotics,Cobotic Arm,2022-04-01,2022-06-08,Active,526.5,0.63,10500,LiDAR,v2.2.9,Zone-C,White,133.1,160,53,180,7499.5
747515,SN1780403,SortBot-X,Fetch Robotics,AGV,2023-06-07,2023-07-12,Active,1076.5,2.74,565,Stereo Camera,v2.8.15,Zone-E,Blue,83.6,178,75,60,16873.1
749454,SN9964793,PalletBot,Locus Robotics,Palletizer,2020-06-23,2020-08-04,Reserved,702.4,0.72,9826,LiDAR,v3.8.6,Zone-B,Yellow,409.8,173,122,90,5235.6
750122,SN3001311,AMR-200,Fetch Robotics,AGV,2018-10-29,2018-12-22,Reserved,545.1,2.28,7488,Ultrasonic,v2.8.19,Zone-F,Yellow,92.2,98,104,90,7426.0
754294,SN3975920,AMR-200,Geek+,Cobotic Arm,2020-06-19,2020-11-13,Under Maintenance,1279.7,2.77,7459,Stereo Camera,v3.5.3,Zone-B,Orange,587.2,180,125,30,13662.0
757265,SN4968663,AMR-200,Boston Dynamics,AMR,2019-02-17,2019-06-22,Active,860.1,1.58,8204,Stereo Camera,v4.6.14,Zone-F,Grey,455.3,146,96,60,6192.6
762176,SN8492554,AGV-Pro,Boston Dynamics,AGV,2020-07-06,2020-10-09,Active,324.7,0.53,1561,LiDAR,v4.6.11,Zone-A,Grey,673.6,208,134,365,6564.8
763226,SN7686156,SortBot-X,Locus Robotics,AGV,2022-03-31,2022-08-25,Under Maintenance,1350.6,2.29,9011,LiDAR,v5.1.9,Zone-A,Blue,245.4,165,136,60,17906.9
769037,SN7938666,PickBot-3,Locus Robotics,AMR,2018-09-11,2018-11-04,Active,517.3,3.47,3127,Stereo Camera,v3.4.2,Zone-H,Orange,429.7,202,147,60,10005.5
770285,SN3133558,PalletBot,Fetch Robotics,AMR,2023-05-17,2023-07-17,Active,63.3,1.27,6295,LiDAR,v3.8.2,Zone-F,Grey,120.5,216,53,60,12412.0
781738,SN8608910,AMR-200,Fetch Robotics,Cobotic Arm,2019-06-05,2019-09-01,Under Maintenance,744.4,1.07,8187,LiDAR,v4.5.9,Zone-G,Grey,711.1,219,105,90,11585.9
782278,SN8467748,SortBot-X,AutoStore,Cobotic Arm,2024-03-05,2024-08-19,Active,190.3,0.87,7326,Ultrasonic,v2.0.5,Zone-H,Yellow,164.8,179,52,180,14904.4
782666,SN5174730,AMR-200,Fetch Robotics,Cobotic Arm,2023-02-05,2023-06-07,Active,361.5,2.17,4012,Stereo Camera,v2.0.3,Zone-C,Yellow,108.8,155,65,180,15514.2
783908,SN5912184,AMR-500,GreyOrange,AMR,2019-08-05,2020-01-09,Reserved,1121.9,2.29,4873,Stereo Camera,v2.7.12,Zone-B,Yellow,187.9,78,73,90,10143.0
785024,SN1334260,SortBot-X,Locus Robotics,AMR,2021-12-29,2022-03-06,Idle,200.5,2.88,5822,Stereo Camera,v2.5.2,Zone-A,White,650.8,121,111,60,5309.1
787805,SN7843794,HeavyLifter,Boston Dynamics,AMR,2018-05-23,2018-10-27,Active,1211.4,2.76,686,Ultrasonic,v3.0.1,Zone-C,Orange,111.5,136,87,30,420.2
788498,SN9648302,PickBot-3,Locus Robotics,Sorter,2018-08-19,2018-09-28,Active,1405.7,3.18,8767,LiDAR,v2.3.9,Zone-B,Grey,503.1,184,135,90,11063.1
791058,SN5253003,AMR-200,6 River Systems,Sorter,2024-11-29,2025-02-01,Active,911.8,2.92,1379,Ultrasonic,v3.5.14,Zone-G,Grey,604.6,154,72,180,14860.2
791781,SN5864511,PickBot-3,AutoStore,AMR,2023-08-27,2023-12-13,Active,1067.0,1.24,5611,Fusion,v4.5.10,Zone-A,Orange,608.3,130,107,180,8115.2
794396,SN5492747,AMR-200,Boston Dynamics,Cobotic Arm,2019-01-17,2019-02-23,Idle,1071.8,2.17,7928,ToF,v3.2.9,Zone-A,White,176.3,83,123,90,2973.1
796559,SN1743803,NavBot-V2,Boston Dynamics,AMR,2019-08-31,2020-02-05,Under Maintenance,1489.2,1.39,1148,Stereo Camera,v2.8.7,Zone-B,White,77.5,174,147,90,5192.6
800544,SN6577473,SortBot-X,Boston Dynamics,AMR,2019-01-11,2019-06-20,Active,515.6,1.49,11947,ToF,v5.8.9,Zone-A,Grey,375.6,129,66,90,9184.7
800875,SN7493010,AMR-200,Locus Robotics,AMR,2020-08-17,2020-12-06,Active,248.5,3.3,4651,Stereo Camera,v5.4.2,Zone-B,White,185.9,65,120,90,15061.9
802327,SN9351734,AMR-200,Geek+,AMR,2019-12-15,2020-02-28,Under Maintenance,781.2,2.55,386,Stereo Camera,v2.1.18,Zone-D,Grey,568.4,105,49,90,3099.8
802655,SN9368072,AMR-200,Boston Dynamics,Cobotic Arm,2020-04-24,2020-06-07,Active,802.2,3.42,7971,Stereo Camera,v3.2.8,Zone-B,Grey,304.7,200,99,90,11022.6
803409,SN5426312,HeavyLifter,Boston Dynamics,Palletizer,2021-08-04,2021-12-04,Active,271.0,1.75,6779,LiDAR,v3.7.19,Zone-D,White,376.0,79,85,90,13563.1
804460,SN9630852,AGV-Pro,AutoStore,AMR,2019-02-06,2019-05-27,Active,921.6,2.11,7755,LiDAR,v2.6.6,Zone-G,Grey,117.4,124,145,365,16849.5
805507,SN5757917,PalletBot,Fetch Robotics,AGV,2024-02-26,2024-07-18,Idle,26.1,1.96,9061,Stereo Camera,v2.8.1,Zone-D,Grey,467.0,141,125,90,2109.5
807457,SN6778397,PickBot-3,Locus Robotics,Cobotic Arm,2023-01-25,2023-05-25,Active,1391.9,0.82,5812,LiDAR,v2.0.9,Zone-E,Grey,172.9,73,141,30,16675.8
808197,SN6417972,PickBot-3,Geek+,Palletizer,2023-07-04,2023-08-22,Idle,400.5,1.21,9955,Stereo Camera,v4.2.1,Zone-B,Grey,552.8,86,133,60,10830.4
808231,SN9988137,AMR-200,Fetch Robotics,Cobotic Arm,2019-02-15,2019-04-04,Active,64.1,2.08,4567,Stereo Camera,v2.8.16,Zone-A,Grey,84.8,210,85,90,13803.0
